task_id,task_name,epoch,step,accuracy,timestamp
0,Task_0,0,0,0.5952740835708791,1754672175.690757
0,Task_0,0,0,0.8457422747956252,1754672175.690763
0,Task_0,0,1,0.5414209467194759,1754672175.6907651
0,Task_0,0,1,0.8791455847301914,1754672175.690767
0,Task_0,0,2,0.5302257156300503,1754672175.690769
0,Task_0,0,2,0.8557389167766156,1754672175.69077
0,Task_0,0,3,0.6013422337160791,1754672175.690772
0,Task_0,0,3,0.8523341275436974,1754672175.690773
0,Task_0,0,4,0.5536966954396705,1754672175.690776
0,Task_0,0,4,0.8349209104421909,1754672175.690778
0,Task_0,0,5,0.5292722663653651,1754672175.690779
0,Task_0,0,5,0.8901403400790046,1754672175.69078
0,Task_0,0,6,0.5492839106500981,1754672175.6907809
0,Task_0,0,6,0.8459525663359975,1754672175.690783
0,Task_0,0,7,0.5767507723327412,1754672175.690784
0,Task_0,0,7,0.866918014635383,1754672175.690785
0,Task_0,0,8,0.5358083965353895,1754672175.6907861
0,Task_0,0,8,0.8151491114642082,1754672175.690788
0,Task_0,0,9,0.5436402504960962,1754672175.6907892
0,Task_0,0,9,0.878455963594595,1754672175.69079
0,Task_0,0,10,0.5601798396469908,1754672175.690791
0,Task_0,0,10,0.8420257676348221,1754672175.6907918
0,Task_0,0,11,0.6072046562685417,1754672175.690793
0,Task_0,0,11,0.8077357443632668,1754672175.690794
0,Task_0,0,12,0.573707827485313,1754672175.690795
0,Task_0,0,12,0.8690818608359105,1754672175.690797
0,Task_0,0,13,0.5562923391805267,1754672175.690798
0,Task_0,0,13,0.8037106955260251,1754672175.690799
0,Task_0,0,14,0.6416944677434375,1754672175.6908002
0,Task_0,0,14,0.8369505423239663,1754672175.6908019
0,Task_0,0,15,0.633777233998594,1754672175.690803
0,Task_0,0,15,0.8637315092408278,1754672175.690804
0,Task_0,0,16,0.5716914317380732,1754672175.690805
0,Task_0,0,16,0.8175363787459875,1754672175.690806
0,Task_0,0,17,0.6079378300955766,1754672175.690807
0,Task_0,0,17,0.8821744365023556,1754672175.6908102
0,Task_0,0,18,0.6488059287221872,1754672175.690811
0,Task_0,0,18,0.8745102873072471,1754672175.6908119
0,Task_0,0,19,0.6072798728354866,1754672175.6908128
0,Task_0,0,19,0.887768658996033,1754672175.690815
0,Task_0,0,20,0.6285318457759634,1754672175.690816
0,Task_0,0,20,0.8217862140902003,1754672175.690817
0,Task_0,0,21,0.6753362284015073,1754672175.690818
0,Task_0,0,21,0.878002625966998,1754672175.69082
0,Task_0,0,22,0.6689245627967305,1754672175.6908212
0,Task_0,0,22,0.8309887004084119,1754672175.690822
0,Task_0,0,23,0.6006232204479307,1754672175.6908228
0,Task_0,0,23,0.8690939874437289,1754672175.690824
0,Task_0,0,24,0.6454705056786219,1754672175.690825
0,Task_0,0,24,0.8656732188339091,1754672175.690826
0,Task_0,0,25,0.6481740158054725,1754672175.690827
0,Task_0,0,25,0.8519047216530522,1754672175.690828
0,Task_0,0,26,0.6626854744628599,1754672175.690829
0,Task_0,0,26,0.8558476783702046,1754672175.6908312
0,Task_0,0,27,0.6888403851897247,1754672175.690832
0,Task_0,0,27,0.8202389674250347,1754672175.6908329
0,Task_0,0,28,0.6223659192560755,1754672175.6908338
0,Task_0,0,28,0.8317951946155154,1754672175.690835
0,Task_0,0,29,0.6198713210220218,1754672175.690836
0,Task_0,0,29,0.8885156886303496,1754672175.690837
0,Task_0,0,30,0.6304880485584838,1754672175.690838
0,Task_0,0,30,0.8933679680985469,1754672175.69084
0,Task_0,0,31,0.6857556428239147,1754672175.6908412
0,Task_0,0,31,0.8161466913420171,1754672175.6908422
0,Task_0,0,32,0.7246210901952509,1754672175.6908429
0,Task_0,0,32,0.8208005105933559,1754672175.690845
0,Task_0,0,33,0.6493526273468923,1754672175.690846
0,Task_0,0,33,0.8349839973621255,1754672175.690847
0,Task_0,0,34,0.6722447940175538,1754672175.690848
0,Task_0,0,34,0.8280305929576607,1754672175.690849
0,Task_0,0,35,0.6403471425583291,1754672175.69085
0,Task_0,0,35,0.8836247349771709,1754672175.6908522
0,Task_0,0,36,0.6458670695297688,1754672175.690853
0,Task_0,0,36,0.8296116281033266,1754672175.6908538
0,Task_0,0,37,0.7165242339833625,1754672175.690855
0,Task_0,0,37,0.857675752804608,1754672175.690856
0,Task_0,0,38,0.6668277648509595,1754672175.690857
0,Task_0,0,38,0.8449370654175857,1754672175.690864
0,Task_0,0,39,0.6962879092696761,1754672175.6908648
0,Task_0,0,39,0.8973374430944266,1754672175.690867
0,Task_0,0,40,0.6991319285281102,1754672175.690868
0,Task_0,0,40,0.8762857536180712,1754672175.690869
0,Task_0,0,41,0.7295342960526447,1754672175.69087
0,Task_0,0,41,0.8158316595313082,1754672175.690871
0,Task_0,0,42,0.7379460502128462,1754672175.690872
0,Task_0,0,42,0.8494489314422556,1754672175.6908731
0,Task_0,0,43,0.7311525832264627,1754672175.690874
0,Task_0,0,43,0.8622037124263529,1754672175.6908748
0,Task_0,0,44,0.7129158492906664,1754672175.690878
0,Task_0,0,44,0.8537790468995272,1754672175.6908789
0,Task_0,0,45,0.7282272388036742,1754672175.690882
0,Task_0,0,45,0.8700532168127366,1754672175.6908832
0,Task_0,0,46,0.6927690877195467,1754672175.690884
0,Task_0,0,46,0.8829465958833036,1754672175.6908858
0,Task_0,0,47,0.7024166237178491,1754672175.690887
0,Task_0,0,47,0.8237081650699484,1754672175.690888
0,Task_0,0,48,0.7605397945992508,1754672175.690889
0,Task_0,0,48,0.877022708035288,1754672175.69089
0,Task_0,0,49,0.763384612520675,1754672175.690891
0,Task_0,0,49,0.8305058613985474,1754672175.690892
0,Task_0,0,50,0.7305122544097605,1754672175.690895
0,Task_0,0,50,0.8846412558846657,1754672175.6908958
0,Task_0,0,51,0.7214020003381976,1754672175.690897
0,Task_0,0,51,0.8157168697583088,1754672175.690898
0,Task_0,0,52,0.7705398060111577,1754672175.690899
0,Task_0,0,52,0.8553437725388539,1754672175.6908998
0,Task_0,0,53,0.763713262668607,1754672175.690901
0,Task_0,0,53,0.8063561010932854,1754672175.690902
0,Task_0,0,54,0.765799889518047,1754672175.690903
0,Task_0,0,54,0.8246286172984395,1754672175.690905
0,Task_0,0,55,0.7995838754710587,1754672175.690906
0,Task_0,0,55,0.8399835886583062,1754672175.690908
0,Task_0,0,56,0.8123067783248739,1754672175.690909
0,Task_0,0,56,0.8067434897582819,1754672175.6909099
0,Task_0,0,57,0.8207489386747241,1754672175.690911
0,Task_0,0,57,0.8350488683511402,1754672175.690912
0,Task_0,0,58,0.803257657842385,1754672175.690913
0,Task_0,0,58,0.8263885133751373,1754672175.6909142
0,Task_0,0,59,0.8323738978224224,1754672175.690915
0,Task_0,0,59,0.8184311040630694,1754672175.690916
0,Task_0,0,60,0.7738612581770516,1754672175.690917
0,Task_0,0,60,0.8801898091816005,1754672175.690918
0,Task_0,0,61,0.7813347078454058,1754672175.690919
0,Task_0,0,61,0.8222323017463874,1754672175.690921
0,Task_0,0,62,0.828081215323982,1754672175.690921
0,Task_0,0,62,0.8897292450256298,1754672175.690923
0,Task_0,0,63,0.7587784951532023,1754672175.690924
0,Task_0,0,63,0.8979009847369832,1754672175.6909251
0,Task_0,0,64,0.8147527872129151,1754672175.690926
0,Task_0,0,64,0.8425159599210162,1754672175.6909282
0,Task_0,0,65,0.7771935733807812,1754672175.6909282
0,Task_0,0,65,0.846581124137958,1754672175.69093
0,Task_0,0,66,0.8144054296582588,1754672175.6909308
0,Task_0,0,66,0.8003851324447373,1754672175.690932
0,Task_0,0,67,0.8082873319642003,1754672175.690933
0,Task_0,0,67,0.8038942310857574,1754672175.690934
0,Task_0,0,68,0.8629878807318444,1754672175.6909351
0,Task_0,0,68,0.824991515616704,1754672175.690936
0,Task_0,0,69,0.8733339041400809,1754672175.690937
0,Task_0,0,69,0.8885902405428624,1754672175.690938
0,Task_0,0,70,0.8727348576473054,1754672175.690939
0,Task_0,0,70,0.8424669361727569,1754672175.690942
0,Task_0,0,71,0.8730169107942913,1754672175.690943
0,Task_0,0,71,0.8189087979957208,1754672175.690944
0,Task_0,0,72,0.864835744190246,1754672175.691016
0,Task_0,0,72,0.8316762090018537,1754672175.6910179
0,Task_0,0,73,0.8272467312379028,1754672175.691019
0,Task_0,0,73,0.8102765016035662,1754672175.69102
0,Task_0,0,74,0.8283196290063776,1754672175.691021
0,Task_0,0,74,0.8602215380202899,1754672175.6910222
0,Task_0,0,75,0.8789426094090658,1754672175.691023
0,Task_0,0,75,0.8405512038113636,1754672175.6910248
0,Task_0,0,76,0.891495096315496,1754672175.691026
0,Task_0,0,76,0.8433222879799758,1754672175.691027
