seed,task_name,task_idx,epoch,metric_type,value
,Task 3: Galloping,2,0,training_accuracy,100.0
,Task 3: Galloping,2,1,training_loss,2.7691097941063343
,Task 3: Galloping,2,1,training_accuracy,100.0
,Task 3: Galloping,2,2,training_loss,0.7766626960411668
,Task 3: Galloping,2,2,training_accuracy,100.0
,Task 3: Galloping,2,3,training_loss,0.5336791069805622
,Task 3: Galloping,2,3,training_accuracy,100.0
,Task 3: Galloping,2,4,training_loss,0.4553768496960401
,Task 3: Galloping,2,4,training_accuracy,100.0
,Task 3: Galloping,2,5,training_loss,0.3922355056554079
,Task 3: Galloping,2,5,training_accuracy,100.0
,Task 3: Galloping,2,6,training_loss,0.424995353333652
,Task 3: Galloping,2,6,training_accuracy,100.0
,Task 3: Galloping,2,7,training_loss,0.3831543983798474
,Task 3: Galloping,2,7,training_accuracy,100.0
,Task 3: Galloping,2,8,training_loss,0.3657403642591089
,Task 3: Galloping,2,8,training_accuracy,100.0
,Task 3: Galloping,2,9,training_loss,0.31793152092956
,Task 3: Galloping,2,9,training_accuracy,100.0
,Task 1: Sniffing,0,0,training_loss,1.189993366947422
,Task 1: Sniffing,0,0,training_accuracy,100.0
,Task 1: Sniffing,0,1,training_loss,0.8581744173517475
,Task 1: Sniffing,0,1,training_accuracy,100.0
,Task 1: Sniffing,0,2,training_loss,0.691897520113301
,Task 1: Sniffing,0,2,training_accuracy,100.0
,Task 1: Sniffing,0,3,training_loss,0.596912872017204
,Task 1: Sniffing,0,3,training_accuracy,100.0
,Task 1: Sniffing,0,4,training_loss,0.5022642847779509
,Task 1: Sniffing,0,4,training_accuracy,100.0
,Task 1: Sniffing,0,5,training_loss,0.498028213424342
,Task 1: Sniffing,0,5,training_accuracy,100.0
,Task 1: Sniffing,0,6,training_loss,0.4612219846916276
,Task 1: Sniffing,0,6,training_accuracy,100.0
,Task 1: Sniffing,0,7,training_loss,0.4613501658784105
,Task 1: Sniffing,0,7,training_accuracy,100.0
,Task 1: Sniffing,0,8,training_loss,0.4588164856488054
,Task 1: Sniffing,0,8,training_accuracy,100.0
,Task 1: Sniffing,0,9,training_loss,0.4177224008197134
,Task 1: Sniffing,0,9,training_accuracy,100.0
,Task 2: Trotting,1,0,training_loss,0.880987940186804
,Task 2: Trotting,1,0,training_accuracy,100.0
,Task 2: Trotting,1,1,training_loss,0.5346282627732358
,Task 2: Trotting,1,1,training_accuracy,100.0
,Task 2: Trotting,1,2,training_loss,0.4629960798006007
,Task 2: Trotting,1,2,training_accuracy,100.0
,Task 2: Trotting,1,3,training_loss,0.4233379861598904
,Task 2: Trotting,1,3,training_accuracy,100.0
,Task 2: Trotting,1,4,training_loss,0.4673934450900969
,Task 2: Trotting,1,4,training_accuracy,100.0
,Task 2: Trotting,1,5,training_loss,0.3761507212308878
,Task 2: Trotting,1,5,training_accuracy,100.0
,Task 2: Trotting,1,6,training_loss,0.3271383658464858
,Task 2: Trotting,1,6,training_accuracy,100.0
,Task 2: Trotting,1,7,training_loss,0.2928462020036849
,Task 2: Trotting,1,7,training_accuracy,100.0
,Task 2: Trotting,1,8,training_loss,0.3290302033142689
,Task 2: Trotting,1,8,training_accuracy,100.0
,Task 2: Trotting,1,9,training_loss,0.3014226576193848
,Task 2: Trotting,1,9,training_accuracy,100.0
,Task 3: Galloping,2,0,training_loss,0.702455240637064
,Task 3: Galloping,2,0,training_accuracy,100.0
,Task 3: Galloping,2,1,training_loss,0.6053097961843014
,Task 3: Galloping,2,1,training_accuracy,100.0
,Task 3: Galloping,2,2,training_loss,0.7010914460197091
,Task 3: Galloping,2,2,training_accuracy,100.0
,Task 3: Galloping,2,3,training_loss,0.4668027887120843
,Task 3: Galloping,2,3,training_accuracy,100.0
,Task 3: Galloping,2,4,training_loss,0.4863284987583756
,Task 3: Galloping,2,4,training_accuracy,100.0
,Task 3: Galloping,2,5,training_loss,0.7213361168652773
,Task 3: Galloping,2,5,training_accuracy,100.0
,Task 3: Galloping,2,6,training_loss,0.5340922781825066
,Task 3: Galloping,2,6,training_accuracy,100.0
,Task 3: Galloping,2,7,training_loss,0.5426968679577112
,Task 3: Galloping,2,7,training_accuracy,100.0
,Task 3: Galloping,2,8,training_loss,0.4777469609305262
,Task 3: Galloping,2,8,training_accuracy,100.0
,Task 3: Galloping,2,9,training_loss,0.4227846954762935
,Task 3: Galloping,2,9,training_accuracy,100.0
,Task 1: Sniffing,0,0,training_loss,1.189993366947422
,Task 1: Sniffing,0,0,training_accuracy,100.0
,Task 1: Sniffing,0,1,training_loss,0.8581744173517475
,Task 1: Sniffing,0,1,training_accuracy,100.0
,Task 1: Sniffing,0,2,training_loss,0.691897520113301
,Task 1: Sniffing,0,2,training_accuracy,100.0
,Task 1: Sniffing,0,3,training_loss,0.596912872017204
,Task 1: Sniffing,0,3,training_accuracy,100.0
,Task 1: Sniffing,0,4,training_loss,0.5068827577612617
,Task 1: Sniffing,0,4,training_accuracy,100.0
,Task 1: Sniffing,0,5,training_loss,0.5042505109464968
,Task 1: Sniffing,0,5,training_accuracy,100.0
,Task 1: Sniffing,0,6,training_loss,0.4731162282553586
,Task 1: Sniffing,0,6,training_accuracy,100.0
,Task 1: Sniffing,0,7,training_loss,0.4671640419824557
,Task 1: Sniffing,0,7,training_accuracy,100.0
,Task 1: Sniffing,0,8,training_loss,0.4670364427343978
,Task 1: Sniffing,0,8,training_accuracy,100.0
,Task 1: Sniffing,0,9,training_loss,0.4226865465764876
,Task 1: Sniffing,0,9,training_accuracy,100.0
,Task 2: Trotting,1,0,training_loss,0.8330563020339624
,Task 2: Trotting,1,0,training_accuracy,100.0
,Task 2: Trotting,1,1,training_loss,0.5364640996477661
,Task 2: Trotting,1,1,training_accuracy,100.0
,Task 2: Trotting,1,2,training_loss,0.4676398201521864
,Task 2: Trotting,1,2,training_accuracy,100.0
,Task 2: Trotting,1,3,training_loss,0.4296173744680569
,Task 2: Trotting,1,3,training_accuracy,100.0
,Task 2: Trotting,1,4,training_loss,0.4745915527430607
,Task 2: Trotting,1,4,training_accuracy,100.0
,Task 2: Trotting,1,5,training_loss,0.3843726485788344
,Task 2: Trotting,1,5,training_accuracy,100.0
,Task 2: Trotting,1,6,training_loss,0.334183870849603
,Task 2: Trotting,1,6,training_accuracy,100.0
,Task 2: Trotting,1,7,training_loss,0.3047519206532581
,Task 2: Trotting,1,7,training_accuracy,100.0
,Task 2: Trotting,1,8,training_loss,0.340272131042286
,Task 2: Trotting,1,8,training_accuracy,100.0
,Task 2: Trotting,1,9,training_loss,0.3156106948932224
,Task 2: Trotting,1,9,training_accuracy,100.0
,Task 3: Galloping,2,0,training_loss,0.5790719518810511
,Task 3: Galloping,2,0,training_accuracy,100.0
,Task 3: Galloping,2,1,training_loss,0.5241739378869533
,Task 3: Galloping,2,1,training_accuracy,100.0
,Task 3: Galloping,2,2,training_loss,0.6216252066940069
,Task 3: Galloping,2,2,training_accuracy,100.0
,Task 3: Galloping,2,3,training_loss,0.4428197123855352
,Task 3: Galloping,2,3,training_accuracy,100.0
,Task 3: Galloping,2,4,training_loss,0.4498795341327786
,Task 3: Galloping,2,4,training_accuracy,100.0
,Task 3: Galloping,2,5,training_loss,0.7129516531527043
,Task 3: Galloping,2,5,training_accuracy,100.0
,Task 3: Galloping,2,6,training_loss,0.513582958728075
,Task 3: Galloping,2,6,training_accuracy,100.0
,Task 3: Galloping,2,7,training_loss,0.5316446993499995
,Task 3: Galloping,2,7,training_accuracy,100.0
,Task 3: Galloping,2,8,training_loss,0.4424170882813632
,Task 3: Galloping,2,8,training_accuracy,100.0
,Task 3: Galloping,2,9,training_loss,0.4149968172982335
,Task 3: Galloping,2,9,training_accuracy,100.0
,Task 1: Sniffing,0,0,training_loss,1.189993366947422
,Task 1: Sniffing,0,0,training_accuracy,100.0
,Task 1: Sniffing,0,1,training_loss,0.8581744173517475
,Task 1: Sniffing,0,1,training_accuracy,100.0
,Task 1: Sniffing,0,2,training_loss,0.691897520113301
,Task 1: Sniffing,0,2,training_accuracy,100.0
,Task 1: Sniffing,0,3,training_loss,0.596912872017204
,Task 1: Sniffing,0,3,training_accuracy,100.0
,Task 1: Sniffing,0,4,training_loss,0.5022642847779509
,Task 1: Sniffing,0,4,training_accuracy,100.0
,Task 1: Sniffing,0,5,training_loss,0.498028213424342
,Task 1: Sniffing,0,5,training_accuracy,100.0
,Task 1: Sniffing,0,6,training_loss,0.4612219846916276
,Task 1: Sniffing,0,6,training_accuracy,100.0
,Task 1: Sniffing,0,7,training_loss,0.4613501658784105
,Task 1: Sniffing,0,7,training_accuracy,100.0
,Task 1: Sniffing,0,8,training_loss,0.4588164856488054
,Task 1: Sniffing,0,8,training_accuracy,100.0
,Task 1: Sniffing,0,9,training_loss,0.4177224008197134
,Task 1: Sniffing,0,9,training_accuracy,100.0
,Task 2: Trotting,1,0,training_loss,0.880987940186804
,Task 2: Trotting,1,0,training_accuracy,100.0
,Task 2: Trotting,1,1,training_loss,0.5346282627732358
,Task 2: Trotting,1,1,training_accuracy,100.0
,Task 2: Trotting,1,2,training_loss,0.4629960798006007
,Task 2: Trotting,1,2,training_accuracy,100.0
,Task 2: Trotting,1,3,training_loss,0.4233379861598904
,Task 2: Trotting,1,3,training_accuracy,100.0
,Task 2: Trotting,1,4,training_loss,0.4673934450900969
,Task 2: Trotting,1,4,training_accuracy,100.0
,Task 2: Trotting,1,5,training_loss,0.3761507212308878
,Task 2: Trotting,1,5,training_accuracy,100.0
,Task 2: Trotting,1,6,training_loss,0.3271383658464858
,Task 2: Trotting,1,6,training_accuracy,100.0
,Task 2: Trotting,1,7,training_loss,0.2928462020036849
,Task 2: Trotting,1,7,training_accuracy,100.0
,Task 2: Trotting,1,8,training_loss,0.3290302033142689
,Task 2: Trotting,1,8,training_accuracy,100.0
,Task 2: Trotting,1,9,training_loss,0.3014226576193848
,Task 2: Trotting,1,9,training_accuracy,100.0
,Task 3: Galloping,2,0,training_loss,0.702455240637064
,Task 3: Galloping,2,0,training_accuracy,100.0
,Task 3: Galloping,2,1,training_loss,0.6053097961843014
,Task 3: Galloping,2,1,training_accuracy,100.0
,Task 3: Galloping,2,2,training_loss,0.7010914460197091
,Task 3: Galloping,2,2,training_accuracy,100.0
,Task 3: Galloping,2,3,training_loss,0.4668027887120843
,Task 3: Galloping,2,3,training_accuracy,100.0
,Task 3: Galloping,2,4,training_loss,0.4863284987583756
,Task 3: Galloping,2,4,training_accuracy,100.0
,Task 3: Galloping,2,5,training_loss,0.7213361168652773
,Task 3: Galloping,2,5,training_accuracy,100.0
,Task 3: Galloping,2,6,training_loss,0.5340922781825066
,Task 3: Galloping,2,6,training_accuracy,100.0
,Task 3: Galloping,2,7,training_loss,0.5426968679577112
,Task 3: Galloping,2,7,training_accuracy,100.0
,Task 3: Galloping,2,8,training_loss,0.4777469609305262
,Task 3: Galloping,2,8,training_accuracy,100.0
,Task 3: Galloping,2,9,training_loss,0.4227846954762935
,Task 3: Galloping,2,9,training_accuracy,100.0
,Task 1: Sniffing,0,0,training_loss,1.189993366947422
,Task 1: Sniffing,0,0,training_accuracy,100.0
,Task 1: Sniffing,0,1,training_loss,0.8581744173517475
,Task 1: Sniffing,0,1,training_accuracy,100.0
,Task 1: Sniffing,0,2,training_loss,0.691897520113301
,Task 1: Sniffing,0,2,training_accuracy,100.0
,Task 1: Sniffing,0,3,training_loss,0.596912872017204
,Task 1: Sniffing,0,3,training_accuracy,100.0
,Task 1: Sniffing,0,4,training_loss,0.5022642847779509
,Task 1: Sniffing,0,4,training_accuracy,100.0
,Task 1: Sniffing,0,5,training_loss,0.498028213424342
,Task 1: Sniffing,0,5,training_accuracy,100.0
,Task 1: Sniffing,0,6,training_loss,0.4612219846916276
,Task 1: Sniffing,0,6,training_accuracy,100.0
,Task 1: Sniffing,0,7,training_loss,0.4613501658784105
,Task 1: Sniffing,0,7,training_accuracy,100.0
,Task 1: Sniffing,0,8,training_loss,0.4588164856488054
,Task 1: Sniffing,0,8,training_accuracy,100.0
,Task 1: Sniffing,0,9,training_loss,0.4177224008197134
,Task 1: Sniffing,0,9,training_accuracy,100.0
,Task 2: Trotting,1,0,training_loss,0.880987940186804
,Task 2: Trotting,1,0,training_accuracy,100.0
,Task 2: Trotting,1,1,training_loss,0.5346282627732358
,Task 2: Trotting,1,1,training_accuracy,100.0
,Task 2: Trotting,1,2,training_loss,0.4629960798006007
,Task 2: Trotting,1,2,training_accuracy,100.0
,Task 2: Trotting,1,3,training_loss,0.4233379861598904
,Task 2: Trotting,1,3,training_accuracy,100.0
,Task 2: Trotting,1,4,training_loss,0.4673934450900969
,Task 2: Trotting,1,4,training_accuracy,100.0
,Task 2: Trotting,1,5,training_loss,0.3761507212308878
,Task 2: Trotting,1,5,training_accuracy,100.0
,Task 2: Trotting,1,6,training_loss,0.3271383658464858
,Task 2: Trotting,1,6,training_accuracy,100.0
,Task 2: Trotting,1,7,training_loss,0.2928462020036849
,Task 2: Trotting,1,7,training_accuracy,100.0
,Task 2: Trotting,1,8,training_loss,0.3290302033142689
,Task 2: Trotting,1,8,training_accuracy,100.0
,Task 2: Trotting,1,9,training_loss,0.3014226576193848
,Task 2: Trotting,1,9,training_accuracy,100.0
,Task 3: Galloping,2,0,training_loss,0.702455240637064
,Task 3: Galloping,2,0,training_accuracy,100.0
,Task 3: Galloping,2,1,training_loss,0.6053097961843014
,Task 3: Galloping,2,1,training_accuracy,100.0
,Task 3: Galloping,2,2,training_loss,0.7010914460197091
,Task 3: Galloping,2,2,training_accuracy,100.0
,Task 3: Galloping,2,3,training_loss,0.4668027887120843
,Task 3: Galloping,2,3,training_accuracy,100.0
,Task 3: Galloping,2,4,training_loss,0.4863284987583756
,Task 3: Galloping,2,4,training_accuracy,100.0
,Task 3: Galloping,2,5,training_loss,0.7213361168652773
,Task 3: Galloping,2,5,training_accuracy,100.0
,Task 3: Galloping,2,6,training_loss,0.5340922781825066
,Task 3: Galloping,2,6,training_accuracy,100.0
,Task 3: Galloping,2,7,training_loss,0.5426968679577112
,Task 3: Galloping,2,7,training_accuracy,100.0
,Task 3: Galloping,2,8,training_loss,0.4777469609305262
,Task 3: Galloping,2,8,training_accuracy,100.0
,Task 3: Galloping,2,9,training_loss,0.4227846954762935
,Task 3: Galloping,2,9,training_accuracy,100.0
,Task 1: Sniffing,0,0,training_loss,1.189993366947422
,Task 1: Sniffing,0,0,training_accuracy,100.0
,Task 1: Sniffing,0,1,training_loss,0.8581744173517475
,Task 1: Sniffing,0,1,training_accuracy,100.0
,Task 1: Sniffing,0,2,training_loss,0.691897520113301
,Task 1: Sniffing,0,2,training_accuracy,100.0
,Task 1: Sniffing,0,3,training_loss,0.596912872017204
,Task 1: Sniffing,0,3,training_accuracy,100.0
,Task 1: Sniffing,0,4,training_loss,0.4902790954747757
,Task 1: Sniffing,0,4,training_accuracy,100.0
,Task 1: Sniffing,0,5,training_loss,0.4848275240655843
,Task 1: Sniffing,0,5,training_accuracy,100.0
,Task 1: Sniffing,0,6,training_loss,0.4571178742527187
,Task 1: Sniffing,0,6,training_accuracy,100.0
,Task 1: Sniffing,0,7,training_loss,0.4504287408930915
,Task 1: Sniffing,0,7,training_accuracy,100.0
,Task 1: Sniffing,0,8,training_loss,0.4466458771958366
,Task 1: Sniffing,0,8,training_accuracy,100.0
,Task 1: Sniffing,0,9,training_loss,0.4093123575648317
,Task 1: Sniffing,0,9,training_accuracy,100.0
,Task 2: Trotting,1,0,training_loss,0.8466362207331122
,Task 2: Trotting,1,0,training_accuracy,100.0
,Task 2: Trotting,1,1,training_loss,0.5042942783790317
,Task 2: Trotting,1,1,training_accuracy,100.0
,Task 2: Trotting,1,2,training_loss,0.4434718023288377
,Task 2: Trotting,1,2,training_accuracy,100.0
,Task 2: Trotting,1,3,training_loss,0.4051713986810356
,Task 2: Trotting,1,3,training_accuracy,100.0
,Task 2: Trotting,1,4,training_loss,0.4525115602614886
,Task 2: Trotting,1,4,training_accuracy,100.0
,Task 2: Trotting,1,5,training_loss,0.3694274122054803
,Task 2: Trotting,1,5,training_accuracy,100.0
,Task 2: Trotting,1,6,training_loss,0.3195984769552786
,Task 2: Trotting,1,6,training_accuracy,100.0
,Task 2: Trotting,1,7,training_loss,0.280266246559188
,Task 2: Trotting,1,7,training_accuracy,100.0
,Task 2: Trotting,1,8,training_loss,0.3271610226711248
,Task 2: Trotting,1,8,training_accuracy,100.0
,Task 2: Trotting,1,9,training_loss,0.2995793186949895
,Task 2: Trotting,1,9,training_accuracy,100.0
,Task 3: Galloping,2,0,training_loss,0.7238564340025186
,Task 3: Galloping,2,0,training_accuracy,100.0
,Task 3: Galloping,2,1,training_loss,0.6044999002292752
,Task 3: Galloping,2,1,training_accuracy,100.0
,Task 3: Galloping,2,2,training_loss,0.6793888080120086
,Task 3: Galloping,2,2,training_accuracy,100.0
,Task 3: Galloping,2,3,training_loss,0.4372724483907222
,Task 3: Galloping,2,3,training_accuracy,100.0
,Task 3: Galloping,2,4,training_loss,0.4775062558054924
,Task 3: Galloping,2,4,training_accuracy,100.0
,Task 3: Galloping,2,5,training_loss,0.7120023418962955
,Task 3: Galloping,2,5,training_accuracy,100.0
,Task 3: Galloping,2,6,training_loss,0.5341185187548398
,Task 3: Galloping,2,6,training_accuracy,100.0
,Task 3: Galloping,2,7,training_loss,0.5483417756855488
,Task 3: Galloping,2,7,training_accuracy,100.0
,Task 3: Galloping,2,8,training_loss,0.4712533248215914
,Task 3: Galloping,2,8,training_accuracy,100.0
,Task 3: Galloping,2,9,training_loss,0.4322743767872453
,Task 3: Galloping,2,9,training_accuracy,100.0
,Task 1: Sniffing,0,0,training_loss,1.189993366947422
,Task 1: Sniffing,0,0,training_accuracy,100.0
,Task 1: Sniffing,0,1,training_loss,0.8581744173517475
,Task 1: Sniffing,0,1,training_accuracy,100.0
,Task 1: Sniffing,0,2,training_loss,0.691897520113301
,Task 1: Sniffing,0,2,training_accuracy,100.0
,Task 1: Sniffing,0,3,training_loss,0.596912872017204
,Task 1: Sniffing,0,3,training_accuracy,100.0
,Task 1: Sniffing,0,4,training_loss,0.4925533490328045
,Task 1: Sniffing,0,4,training_accuracy,100.0
,Task 1: Sniffing,0,5,training_loss,0.4879174942803847
,Task 1: Sniffing,0,5,training_accuracy,100.0
,Task 1: Sniffing,0,6,training_loss,0.4569240090570279
,Task 1: Sniffing,0,6,training_accuracy,100.0
,Task 1: Sniffing,0,7,training_loss,0.4520372893516119
,Task 1: Sniffing,0,7,training_accuracy,100.0
,Task 1: Sniffing,0,8,training_loss,0.4565187086097219
,Task 1: Sniffing,0,8,training_accuracy,100.0
,Task 1: Sniffing,0,9,training_loss,0.4140206060045725
,Task 1: Sniffing,0,9,training_accuracy,100.0
,Task 2: Trotting,1,0,training_loss,0.8445736575214302
,Task 2: Trotting,1,0,training_accuracy,100.0
,Task 2: Trotting,1,1,training_loss,0.4924681309192257
,Task 2: Trotting,1,1,training_accuracy,100.0
,Task 2: Trotting,1,2,training_loss,0.429018926184206
,Task 2: Trotting,1,2,training_accuracy,100.0
,Task 2: Trotting,1,3,training_loss,0.3877568962500695
,Task 2: Trotting,1,3,training_accuracy,100.0
,Task 2: Trotting,1,4,training_loss,0.4679876250080406
,Task 2: Trotting,1,4,training_accuracy,100.0
,Task 2: Trotting,1,5,training_loss,0.3899287833498522
,Task 2: Trotting,1,5,training_accuracy,100.0
,Task 2: Trotting,1,6,training_loss,0.3436464989149475
,Task 2: Trotting,1,6,training_accuracy,100.0
,Task 2: Trotting,1,7,training_loss,0.299489216191724
,Task 2: Trotting,1,7,training_accuracy,100.0
,Task 2: Trotting,1,8,training_loss,0.3879979490177995
,Task 2: Trotting,1,8,training_accuracy,100.0
,Task 2: Trotting,1,9,training_loss,0.3379093959011177
,Task 2: Trotting,1,9,training_accuracy,100.0
,Task 3: Galloping,2,0,training_loss,0.7691380820423365
,Task 3: Galloping,2,0,training_accuracy,100.0
,Task 3: Galloping,2,1,training_loss,0.6400378025695681
,Task 3: Galloping,2,1,training_accuracy,100.0
,Task 3: Galloping,2,2,training_loss,0.719344915151596
,Task 3: Galloping,2,2,training_accuracy,100.0
,Task 3: Galloping,2,3,training_loss,0.4751481943577528
,Task 3: Galloping,2,3,training_accuracy,100.0
,Task 3: Galloping,2,4,training_loss,0.5341569139435888
,Task 3: Galloping,2,4,training_accuracy,100.0
,Task 3: Galloping,2,5,training_loss,0.7651764634251594
,Task 3: Galloping,2,5,training_accuracy,100.0
,Task 3: Galloping,2,6,training_loss,0.5954864738881588
,Task 3: Galloping,2,6,training_accuracy,100.0
,Task 3: Galloping,2,7,training_loss,0.6311964844167233
,Task 3: Galloping,2,7,training_accuracy,100.0
,Task 3: Galloping,2,8,training_loss,0.6998661480844021
,Task 3: Galloping,2,8,training_accuracy,100.0
,Task 3: Galloping,2,9,training_loss,0.6546670422703028
,Task 3: Galloping,2,9,training_accuracy,100.0
,Task 1: Sniffing,0,0,training_loss,1.189993366947422
,Task 1: Sniffing,0,0,training_accuracy,100.0
,Task 1: Sniffing,0,1,training_loss,0.8581744173517475
,Task 1: Sniffing,0,1,training_accuracy,100.0
,Task 1: Sniffing,0,2,training_loss,0.691897520113301
,Task 1: Sniffing,0,2,training_accuracy,100.0
,Task 1: Sniffing,0,3,training_loss,0.596912872017204
,Task 1: Sniffing,0,3,training_accuracy,100.0
,Task 1: Sniffing,0,4,training_loss,0.4956267899700573
,Task 1: Sniffing,0,4,training_accuracy,100.0
